"Borough","Hour","Date","Cars_And_Taxis","Motorbikes","Buses_and_Coaches","LGVs","HGVs","All_Vehicles"
"Croydon","07:00:00","2019-10-07",107,5,0,21,2,135
"Greenwich","07:00:00","2019-10-07",236,2,18,41,3,300
"Hammersmith and Fulham","07:00:00","2019-10-07",22,0,0,4,0,26
"Harrow","07:00:00","2019-10-07",14,0,0,4,2,20
"Hillingdon","07:00:00","2019-10-07",303,3,4,53,4,367
"Lambeth","07:00:00","2019-10-07",670,21,22,163,10,886
"Richmond upon Thames","07:00:00","2019-10-07",662,28,23,149,8,870
"Sutton","07:00:00","2019-10-07",259,0,0,40,3,302
"Wandsworth","07:00:00","2019-10-07",51,1,0,10,1,63
"Bromley","08:00:00","2019-10-07",190,2,0,36,1,229
"Croydon","08:00:00","2019-10-07",164,1,0,24,2,191
"Greenwich","08:00:00","2019-10-07",329,2,14,40,2,387
"Hammersmith and Fulham","08:00:00","2019-10-07",41,1,0,7,5,54
"Harrow","08:00:00","2019-10-07",18,0,0,3,0,21
"Hillingdon","08:00:00","2019-10-07",527,0,4,31,3,565
"Lambeth","08:00:00","2019-10-07",622,28,21,132,18,821
"Richmond upon Thames","08:00:00","2019-10-07",699,29,23,117,7,875
"Sutton","08:00:00","2019-10-07",477,4,0,52,1,534
"Wandsworth","08:00:00","2019-10-07",54,1,0,6,1,62
"Bromley","09:00:00","2019-10-07",89,0,0,24,2,115
"Croydon","09:00:00","2019-10-07",123,1,0,21,1,146
"Greenwich","09:00:00","2019-10-07",269,2,13,46,2,332
"Hammersmith and Fulham","09:00:00","2019-10-07",27,1,0,8,0,36
"Harrow","09:00:00","2019-10-07",7,0,0,2,0,9
"Hillingdon","09:00:00","2019-10-07",190,1,5,24,3,223
"Lambeth","09:00:00","2019-10-07",629,18,23,171,16,857
"Richmond upon Thames","09:00:00","2019-10-07",518,15,22,139,10,704
"Sutton","09:00:00","2019-10-07",177,1,2,29,4,213
"Wandsworth","09:00:00","2019-10-07",37,0,0,8,0,45
"Bromley","10:00:00","2019-10-07",71,1,0,12,0,84
"Croydon","10:00:00","2019-10-07",92,0,0,19,0,111
"Greenwich","10:00:00","2019-10-07",225,1,15,43,3,287
"Hammersmith and Fulham","10:00:00","2019-10-07",25,1,0,5,2,33
"Harrow","10:00:00","2019-10-07",10,0,0,3,0,13
"Hillingdon","10:00:00","2019-10-07",144,0,5,21,7,177
"Lambeth","10:00:00","2019-10-07",560,20,21,162,22,785
"Richmond upon Thames","10:00:00","2019-10-07",449,8,19,146,9,631
"Sutton","10:00:00","2019-10-07",127,0,0,29,2,158
"Wandsworth","10:00:00","2019-10-07",30,0,0,9,1,40
"Bromley","11:00:00","2019-10-07",80,1,0,11,0,92
"Croydon","11:00:00","2019-10-07",77,5,0,19,0,101
"Greenwich","11:00:00","2019-10-07",226,0,16,36,4,282
"Hammersmith and Fulham","11:00:00","2019-10-07",20,1,0,6,0,27
"Harrow","11:00:00","2019-10-07",6,0,0,6,0,12
"Hillingdon","11:00:00","2019-10-07",173,6,4,38,6,227
"Lambeth","11:00:00","2019-10-07",505,18,21,142,26,712
"Richmond upon Thames","11:00:00","2019-10-07",438,18,19,148,14,637
"Sutton","11:00:00","2019-10-07",128,0,0,23,1,152
"Wandsworth","11:00:00","2019-10-07",29,1,0,8,0,38
"Bromley","12:00:00","2019-10-07",63,3,0,13,0,79
"Croydon","12:00:00","2019-10-07",116,2,0,22,0,140
"Greenwich","12:00:00","2019-10-07",250,1,12,48,2,313
"Hammersmith and Fulham","12:00:00","2019-10-07",24,4,0,8,0,36
"Harrow","12:00:00","2019-10-07",10,0,0,1,1,12
"Hillingdon","12:00:00","2019-10-07",176,0,4,29,5,214
"Lambeth","12:00:00","2019-10-07",498,20,21,151,17,707
"Richmond upon Thames","12:00:00","2019-10-07",439,18,19,128,11,615
"Sutton","12:00:00","2019-10-07",150,0,0,23,4,177
"Wandsworth","12:00:00","2019-10-07",28,0,0,7,0,35
"Bromley","13:00:00","2019-10-07",56,2,0,13,0,71
"Croydon","13:00:00","2019-10-07",93,2,0,20,0,115
"Greenwich","13:00:00","2019-10-07",226,7,13,43,2,291
"Hammersmith and Fulham","13:00:00","2019-10-07",26,5,0,4,0,35
"Harrow","13:00:00","2019-10-07",9,0,0,5,0,14
"Hillingdon","13:00:00","2019-10-07",191,1,4,19,9,224
"Lambeth","13:00:00","2019-10-07",586,22,19,161,19,807
"Richmond upon Thames","13:00:00","2019-10-07",410,15,22,125,13,585
"Sutton","13:00:00","2019-10-07",137,2,0,18,2,159
"Wandsworth","13:00:00","2019-10-07",35,0,0,4,1,40
"Bromley","14:00:00","2019-10-07",66,0,0,19,1,86
"Croydon","14:00:00","2019-10-07",134,4,0,20,2,160
"Greenwich","14:00:00","2019-10-07",250,1,15,47,1,314
"Hammersmith and Fulham","14:00:00","2019-10-07",18,0,0,5,0,23
"Harrow","14:00:00","2019-10-07",10,0,0,1,0,11
"Hillingdon","14:00:00","2019-10-07",240,7,4,35,3,289
"Lambeth","14:00:00","2019-10-07",637,22,20,166,9,854
"Richmond upon Thames","14:00:00","2019-10-07",441,15,22,128,9,615
"Sutton","14:00:00","2019-10-07",170,1,1,33,0,205
"Wandsworth","14:00:00","2019-10-07",36,0,0,6,0,42
"Bromley","15:00:00","2019-10-07",112,1,0,17,0,130
"Croydon","15:00:00","2019-10-07",152,6,0,19,0,177
"Greenwich","15:00:00","2019-10-07",296,2,15,46,4,363
"Hammersmith and Fulham","15:00:00","2019-10-07",42,3,0,6,1,52
"Harrow","15:00:00","2019-10-07",10,0,0,7,0,17
"Hillingdon","15:00:00","2019-10-07",386,4,7,44,3,444
"Lambeth","15:00:00","2019-10-07",693,22,19,179,16,929
"Richmond upon Thames","15:00:00","2019-10-07",519,14,22,137,10,702
"Sutton","15:00:00","2019-10-07",272,0,0,40,2,314
"Wandsworth","15:00:00","2019-10-07",43,5,0,7,0,55
"Bromley","16:00:00","2019-10-07",102,3,0,24,1,130
"Croydon","16:00:00","2019-10-07",163,4,0,25,2,194
"Greenwich","16:00:00","2019-10-07",326,3,15,43,2,389
"Hammersmith and Fulham","16:00:00","2019-10-07",29,3,0,7,0,39
"Harrow","16:00:00","2019-10-07",13,0,0,2,0,15
"Hillingdon","16:00:00","2019-10-07",318,1,5,52,1,377
"Lambeth","16:00:00","2019-10-07",688,30,22,141,14,895
"Richmond upon Thames","16:00:00","2019-10-07",688,25,20,123,6,862
"Sutton","16:00:00","2019-10-07",234,0,0,31,1,266
"Wandsworth","16:00:00","2019-10-07",40,3,0,5,0,48
"Bromley","17:00:00","2019-10-07",117,1,0,22,0,140
"Croydon","17:00:00","2019-10-07",194,6,0,31,0,231
"Greenwich","17:00:00","2019-10-07",385,3,12,52,0,452
"Hammersmith and Fulham","17:00:00","2019-10-07",30,3,0,6,0,39
"Harrow","17:00:00","2019-10-07",17,3,0,1,0,21
"Hillingdon","17:00:00","2019-10-07",328,3,4,35,3,373
"Lambeth","17:00:00","2019-10-07",679,26,20,148,15,888
"Richmond upon Thames","17:00:00","2019-10-07",766,48,22,116,5,957
"Sutton","17:00:00","2019-10-07",306,3,0,31,0,340
"Wandsworth","17:00:00","2019-10-07",45,8,0,7,0,60
"Bromley","18:00:00","2019-10-07",92,2,0,10,0,104
"Croydon","18:00:00","2019-10-07",222,8,0,17,0,247
"Greenwich","18:00:00","2019-10-07",337,5,12,51,1,406
"Hammersmith and Fulham","18:00:00","2019-10-07",46,3,0,3,0,52
"Harrow","18:00:00","2019-10-07",12,0,0,3,0,15
"Hillingdon","18:00:00","2019-10-07",319,5,4,34,2,364
"Lambeth","18:00:00","2019-10-07",645,29,22,97,4,797
"Richmond upon Thames","18:00:00","2019-10-07",781,43,18,72,6,920
"Sutton","18:00:00","2019-10-07",241,0,0,20,0,261
"Wandsworth","18:00:00","2019-10-07",46,3,0,3,0,52
"Barnet","07:00:00","2019-10-08",1334,27,70,209,55,1695
"Brent","07:00:00","2019-10-08",813,15,34,173,7,1042
"Bromley","07:00:00","2019-10-08",419,9,0,96,3,527
"Croydon","07:00:00","2019-10-08",1206,27,12,275,28,1548
"Ealing","07:00:00","2019-10-08",19,1,0,8,0,28
"Hounslow","07:00:00","2019-10-08",205,6,0,53,0,264
"Lambeth","07:00:00","2019-10-08",388,19,15,123,9,554
"Newham","07:00:00","2019-10-08",380,3,14,62,10,469
"Richmond upon Thames","07:00:00","2019-10-08",25,0,0,2,0,27
"Tower Hamlets","07:00:00","2019-10-08",425,25,38,238,10,736
"Waltham Forest","07:00:00","2019-10-08",119,1,0,15,2,137
"Wandsworth","07:00:00","2019-10-08",32,0,0,9,0,41
"Barnet","08:00:00","2019-10-08",1271,16,68,171,54,1580
"Brent","08:00:00","2019-10-08",1163,9,28,114,13,1327
"Bromley","08:00:00","2019-10-08",464,2,0,55,6,527
"Croydon","08:00:00","2019-10-08",1320,32,8,224,35,1619
"Ealing","08:00:00","2019-10-08",25,1,0,5,0,31
"Hounslow","08:00:00","2019-10-08",389,5,0,51,2,447
"Lambeth","08:00:00","2019-10-08",540,16,11,110,7,684
"Newham","08:00:00","2019-10-08",592,3,15,71,14,695
"Richmond upon Thames","08:00:00","2019-10-08",42,0,0,2,0,44
"Tower Hamlets","08:00:00","2019-10-08",544,17,41,190,11,803
"Waltham Forest","08:00:00","2019-10-08",178,0,0,16,7,201
"Wandsworth","08:00:00","2019-10-08",58,1,0,6,0,65
"Barnet","09:00:00","2019-10-08",1159,21,77,191,61,1509
"Brent","09:00:00","2019-10-08",774,8,32,110,14,938
"Bromley","09:00:00","2019-10-08",256,7,0,39,2,304
"Croydon","09:00:00","2019-10-08",1159,33,13,271,40,1516
"Ealing","09:00:00","2019-10-08",26,0,0,8,1,35
"Hounslow","09:00:00","2019-10-08",307,5,0,68,0,380
"Lambeth","09:00:00","2019-10-08",433,27,14,104,5,583
"Newham","09:00:00","2019-10-08",397,2,17,103,19,538
"Richmond upon Thames","09:00:00","2019-10-08",36,0,0,2,0,38
"Tower Hamlets","09:00:00","2019-10-08",527,11,41,185,14,778
"Waltham Forest","09:00:00","2019-10-08",107,1,0,15,2,125
"Wandsworth","09:00:00","2019-10-08",47,1,0,13,0,61
"Barnet","10:00:00","2019-10-08",1148,27,73,199,45,1492
"Brent","10:00:00","2019-10-08",656,7,32,133,18,846
"Bromley","10:00:00","2019-10-08",205,4,0,40,2,251
"Croydon","10:00:00","2019-10-08",1020,37,13,251,47,1368
"Ealing","10:00:00","2019-10-08",15,0,0,5,0,20
"Hounslow","10:00:00","2019-10-08",202,4,0,38,0,244
"Lambeth","10:00:00","2019-10-08",294,18,8,90,12,422
"Newham","10:00:00","2019-10-08",387,2,15,87,8,499
"Richmond upon Thames","10:00:00","2019-10-08",20,0,0,0,0,20
"Tower Hamlets","10:00:00","2019-10-08",484,14,40,150,8,696
"Waltham Forest","10:00:00","2019-10-08",83,1,0,13,2,99
"Wandsworth","10:00:00","2019-10-08",30,0,0,6,1,37
"Barnet","11:00:00","2019-10-08",1036,20,67,188,41,1352
"Brent","11:00:00","2019-10-08",630,6,34,109,9,788
"Bromley","11:00:00","2019-10-08",218,2,0,35,4,259
"Croydon","11:00:00","2019-10-08",995,34,9,253,33,1324
"Ealing","11:00:00","2019-10-08",17,0,0,4,1,22
"Hounslow","11:00:00","2019-10-08",161,3,0,25,0,189
"Lambeth","11:00:00","2019-10-08",287,14,12,73,11,397
"Newham","11:00:00","2019-10-08",349,3,16,64,10,442
"Richmond upon Thames","11:00:00","2019-10-08",22,0,0,3,0,25
"Tower Hamlets","11:00:00","2019-10-08",396,14,37,156,12,615
"Waltham Forest","11:00:00","2019-10-08",83,1,0,21,0,105
"Wandsworth","11:00:00","2019-10-08",33,1,0,13,0,47
"Barnet","12:00:00","2019-10-08",1198,13,64,178,54,1507
"Brent","12:00:00","2019-10-08",632,14,26,116,15,803
"Bromley","12:00:00","2019-10-08",200,3,0,44,6,253
"Croydon","12:00:00","2019-10-08",1014,58,11,248,51,1382
"Ealing","12:00:00","2019-10-08",14,1,0,5,0,20
"Hounslow","12:00:00","2019-10-08",122,4,0,24,1,151
"Lambeth","12:00:00","2019-10-08",282,13,12,62,14,383
"Newham","12:00:00","2019-10-08",364,3,13,67,14,461
"Richmond upon Thames","12:00:00","2019-10-08",17,0,0,1,0,18
"Tower Hamlets","12:00:00","2019-10-08",406,17,37,193,14,667
"Waltham Forest","12:00:00","2019-10-08",97,2,0,20,0,119
"Wandsworth","12:00:00","2019-10-08",32,1,0,8,0,41
"Barnet","13:00:00","2019-10-08",1223,17,69,182,45,1536
"Brent","13:00:00","2019-10-08",654,21,28,117,11,831
"Bromley","13:00:00","2019-10-08",225,1,0,42,4,272
"Croydon","13:00:00","2019-10-08",1028,58,10,247,39,1382
"Ealing","13:00:00","2019-10-08",11,1,0,6,0,18
"Hounslow","13:00:00","2019-10-08",122,1,0,23,1,147
"Lambeth","13:00:00","2019-10-08",307,15,8,61,10,401
"Newham","13:00:00","2019-10-08",425,5,14,65,16,525
"Richmond upon Thames","13:00:00","2019-10-08",18,0,0,3,4,25
"Tower Hamlets","13:00:00","2019-10-08",400,25,37,192,9,663
"Waltham Forest","13:00:00","2019-10-08",99,2,0,11,0,112
"Wandsworth","13:00:00","2019-10-08",32,0,0,6,0,38
"Barnet","14:00:00","2019-10-08",1223,25,64,180,49,1541
"Brent","14:00:00","2019-10-08",697,20,26,108,9,860
"Bromley","14:00:00","2019-10-08",261,1,0,44,8,314
"Croydon","14:00:00","2019-10-08",1196,49,13,234,29,1521
"Ealing","14:00:00","2019-10-08",21,6,0,3,0,30
"Hounslow","14:00:00","2019-10-08",134,1,0,18,0,153
"Lambeth","14:00:00","2019-10-08",363,22,10,87,5,487
"Newham","14:00:00","2019-10-08",442,6,12,77,10,547
"Richmond upon Thames","14:00:00","2019-10-08",21,0,0,6,0,27
"Tower Hamlets","14:00:00","2019-10-08",416,25,36,184,8,669
"Waltham Forest","14:00:00","2019-10-08",99,0,0,13,0,112
"Wandsworth","14:00:00","2019-10-08",30,2,0,8,0,40
"Barnet","15:00:00","2019-10-08",1263,21,66,170,40,1560
"Brent","15:00:00","2019-10-08",845,8,33,112,8,1006
"Bromley","15:00:00","2019-10-08",352,4,1,53,4,414
"Croydon","15:00:00","2019-10-08",1196,35,10,223,20,1484
"Ealing","15:00:00","2019-10-08",16,0,0,8,0,24
"Hounslow","15:00:00","2019-10-08",198,1,0,28,0,227
"Lambeth","15:00:00","2019-10-08",476,13,12,100,4,605
"Newham","15:00:00","2019-10-08",630,9,12,79,16,746
"Richmond upon Thames","15:00:00","2019-10-08",26,0,0,4,0,30
"Tower Hamlets","15:00:00","2019-10-08",401,19,40,173,6,639
"Waltham Forest","15:00:00","2019-10-08",144,1,0,13,1,159
"Wandsworth","15:00:00","2019-10-08",35,2,0,6,0,43
"Barnet","16:00:00","2019-10-08",1410,12,59,158,33,1672
"Brent","16:00:00","2019-10-08",841,22,27,134,6,1030
"Bromley","16:00:00","2019-10-08",361,2,0,77,3,443
"Croydon","16:00:00","2019-10-08",1145,58,8,249,18,1478
"Ealing","16:00:00","2019-10-08",12,0,0,4,0,16
"Hounslow","16:00:00","2019-10-08",290,0,0,31,0,321
"Lambeth","16:00:00","2019-10-08",517,31,10,121,4,683
"Newham","16:00:00","2019-10-08",659,3,13,83,8,766
"Richmond upon Thames","16:00:00","2019-10-08",22,0,0,0,0,22
"Tower Hamlets","16:00:00","2019-10-08",449,18,39,175,6,687
"Waltham Forest","16:00:00","2019-10-08",144,1,0,14,0,159
"Wandsworth","16:00:00","2019-10-08",38,0,0,9,0,47
"Barnet","17:00:00","2019-10-08",1484,31,60,198,25,1798
"Brent","17:00:00","2019-10-08",874,26,37,119,1,1057
"Bromley","17:00:00","2019-10-08",473,10,0,72,0,555
"Croydon","17:00:00","2019-10-08",1159,72,10,158,16,1415
"Ealing","17:00:00","2019-10-08",20,1,0,1,0,22
"Hounslow","17:00:00","2019-10-08",389,5,0,59,0,453
"Lambeth","17:00:00","2019-10-08",596,33,12,101,2,744
"Newham","17:00:00","2019-10-08",682,12,14,98,6,812
"Richmond upon Thames","17:00:00","2019-10-08",25,0,0,2,0,27
"Tower Hamlets","17:00:00","2019-10-08",495,25,42,113,4,679
"Waltham Forest","17:00:00","2019-10-08",142,1,0,21,0,164
"Wandsworth","17:00:00","2019-10-08",53,1,0,5,0,59
"Barnet","18:00:00","2019-10-08",1551,13,60,175,28,1827
"Brent","18:00:00","2019-10-08",870,27,32,117,4,1050
"Bromley","18:00:00","2019-10-08",411,2,0,51,5,469
"Croydon","18:00:00","2019-10-08",1235,78,11,123,13,1460
"Ealing","18:00:00","2019-10-08",14,0,0,2,0,16
"Hounslow","18:00:00","2019-10-08",307,4,0,27,0,338
"Lambeth","18:00:00","2019-10-08",601,41,9,86,0,737
"Newham","18:00:00","2019-10-08",656,6,13,60,5,740
"Richmond upon Thames","18:00:00","2019-10-08",23,0,0,3,0,26
"Tower Hamlets","18:00:00","2019-10-08",432,26,42,67,4,571
"Waltham Forest","18:00:00","2019-10-08",135,4,0,18,0,157
"Wandsworth","18:00:00","2019-10-08",48,4,0,6,0,58
"Croydon","07:00:00","2019-10-09",427,7,0,79,8,521
"Haringey","07:00:00","2019-10-09",310,8,20,81,5,424
"Harrow","07:00:00","2019-10-09",1371,19,3,233,17,1643
"Southwark","07:00:00","2019-10-09",37,0,0,3,0,40
"Sutton","07:00:00","2019-10-09",719,4,0,127,11,861
"Croydon","08:00:00","2019-10-09",563,6,0,70,4,643
"Haringey","08:00:00","2019-10-09",437,11,37,86,5,576
"Harrow","08:00:00","2019-10-09",1278,17,2,161,25,1483
"Southwark","08:00:00","2019-10-09",57,0,0,10,6,73
"Sutton","08:00:00","2019-10-09",892,4,2,115,9,1022
"Croydon","09:00:00","2019-10-09",420,17,0,75,9,521
"Haringey","09:00:00","2019-10-09",356,9,33,80,9,487
"Harrow","09:00:00","2019-10-09",880,7,2,120,16,1025
"Richmond upon Thames","09:00:00","2019-10-09",2683,122,27,458,79,3369
"Southwark","09:00:00","2019-10-09",38,1,0,21,4,64
"Sutton","09:00:00","2019-10-09",536,0,0,102,13,651
"Croydon","10:00:00","2019-10-09",240,18,0,70,2,330
"Haringey","10:00:00","2019-10-09",284,9,24,68,14,399
"Harrow","10:00:00","2019-10-09",780,6,3,166,25,980
"Richmond upon Thames","10:00:00","2019-10-09",2116,48,27,479,82,2752
"Southwark","10:00:00","2019-10-09",33,4,0,4,1,42
"Sutton","10:00:00","2019-10-09",468,4,1,63,7,543
"Croydon","11:00:00","2019-10-09",232,12,0,74,8,326
"Haringey","11:00:00","2019-10-09",244,17,22,101,6,390
"Harrow","11:00:00","2019-10-09",839,5,2,151,27,1024
"Richmond upon Thames","11:00:00","2019-10-09",2220,45,15,449,87,2816
"Southwark","11:00:00","2019-10-09",37,0,0,6,1,44
"Sutton","11:00:00","2019-10-09",393,0,0,60,13,466
"Croydon","12:00:00","2019-10-09",250,18,0,69,12,349
"Haringey","12:00:00","2019-10-09",267,20,20,90,7,404
"Harrow","12:00:00","2019-10-09",782,6,2,132,19,941
"Richmond upon Thames","12:00:00","2019-10-09",2362,62,15,508,59,3006
"Southwark","12:00:00","2019-10-09",31,5,0,15,2,53
"Sutton","12:00:00","2019-10-09",466,1,0,77,9,553
"Croydon","13:00:00","2019-10-09",256,20,0,72,5,353
"Haringey","13:00:00","2019-10-09",259,19,22,56,4,360
"Harrow","13:00:00","2019-10-09",824,10,0,141,25,1000
"Richmond upon Thames","13:00:00","2019-10-09",2091,48,18,509,72,2738
"Southwark","13:00:00","2019-10-09",25,1,0,16,3,45
"Sutton","13:00:00","2019-10-09",432,4,4,93,13,546
"Croydon","14:00:00","2019-10-09",339,29,0,90,3,461
"Haringey","14:00:00","2019-10-09",278,18,23,83,8,410
"Harrow","14:00:00","2019-10-09",955,12,2,147,23,1139
"Richmond upon Thames","14:00:00","2019-10-09",2413,46,16,519,90,3084
"Southwark","14:00:00","2019-10-09",41,7,0,24,3,75
"Sutton","14:00:00","2019-10-09",514,3,0,100,3,620
"Croydon","15:00:00","2019-10-09",459,23,0,102,2,586
"Haringey","15:00:00","2019-10-09",379,16,20,74,7,496
"Harrow","15:00:00","2019-10-09",1012,10,1,138,23,1184
"Southwark","15:00:00","2019-10-09",51,1,0,17,4,73
"Sutton","15:00:00","2019-10-09",694,4,2,108,7,815
"Croydon","16:00:00","2019-10-09",479,23,0,109,4,615
"Haringey","16:00:00","2019-10-09",400,18,25,56,5,504
"Harrow","16:00:00","2019-10-09",1285,21,0,175,15,1496
"Southwark","16:00:00","2019-10-09",48,5,0,9,0,62
"Sutton","16:00:00","2019-10-09",711,6,1,158,2,878
"Croydon","17:00:00","2019-10-09",601,32,0,83,0,716
"Haringey","17:00:00","2019-10-09",399,30,32,43,2,506
"Harrow","17:00:00","2019-10-09",1464,20,0,191,8,1683
"Southwark","17:00:00","2019-10-09",48,1,0,10,1,60
"Sutton","17:00:00","2019-10-09",761,5,2,105,5,878
"Croydon","18:00:00","2019-10-09",504,30,0,53,0,587
"Haringey","18:00:00","2019-10-09",374,24,26,38,3,465
"Harrow","18:00:00","2019-10-09",1417,9,0,165,7,1598
"Southwark","18:00:00","2019-10-09",55,3,0,5,2,65
"Sutton","18:00:00","2019-10-09",677,6,1,86,0,770
"Bromley","07:00:00","2019-10-10",191,0,0,47,0,238
"Croydon","07:00:00","2019-10-10",694,13,10,112,11,840
"Ealing","07:00:00","2019-10-10",26,2,0,2,0,30
"Enfield","07:00:00","2019-10-10",236,7,11,45,2,301
"Haringey","07:00:00","2019-10-10",36,0,5,15,1,57
"Havering","07:00:00","2019-10-10",25,0,0,5,0,30
"Islington","07:00:00","2019-10-10",277,10,0,117,2,406
"Kingston upon Thames","07:00:00","2019-10-10",408,4,0,71,1,484
"Newham","07:00:00","2019-10-10",62,0,0,7,0,69
"Richmond upon Thames","07:00:00","2019-10-10",231,7,12,29,1,280
"Tower Hamlets","07:00:00","2019-10-10",365,21,14,150,21,571
"Bromley","08:00:00","2019-10-10",251,4,0,37,1,293
"Croydon","08:00:00","2019-10-10",970,9,10,145,16,1150
"Ealing","08:00:00","2019-10-10",31,1,0,2,0,34
"Enfield","08:00:00","2019-10-10",473,2,12,46,5,538
"Haringey","08:00:00","2019-10-10",56,0,6,17,1,80
"Havering","08:00:00","2019-10-10",72,0,0,9,0,81
"Islington","08:00:00","2019-10-10",343,25,0,108,4,480
"Kingston upon Thames","08:00:00","2019-10-10",600,6,0,67,1,674
"Newham","08:00:00","2019-10-10",107,0,0,6,0,113
"Richmond upon Thames","08:00:00","2019-10-10",374,7,15,32,7,435
"Tower Hamlets","08:00:00","2019-10-10",571,25,12,144,26,778
"Bromley","09:00:00","2019-10-10",157,3,0,27,0,187
"Croydon","09:00:00","2019-10-10",590,12,11,117,4,734
"Ealing","09:00:00","2019-10-10",27,0,0,5,0,32
"Enfield","09:00:00","2019-10-10",274,2,12,51,8,347
"Haringey","09:00:00","2019-10-10",73,3,6,17,2,101
"Havering","09:00:00","2019-10-10",57,0,0,4,0,61
"Islington","09:00:00","2019-10-10",307,18,0,90,2,417
"Kingston upon Thames","09:00:00","2019-10-10",199,4,1,27,2,233
"Newham","09:00:00","2019-10-10",92,0,0,16,0,108
"Richmond upon Thames","09:00:00","2019-10-10",167,4,13,40,12,236
"Tower Hamlets","09:00:00","2019-10-10",517,28,13,157,43,758
"Bromley","10:00:00","2019-10-10",144,0,0,28,0,172
"Croydon","10:00:00","2019-10-10",401,12,11,102,12,538
"Ealing","10:00:00","2019-10-10",24,1,0,8,0,33
"Enfield","10:00:00","2019-10-10",184,0,12,43,4,243
"Haringey","10:00:00","2019-10-10",58,2,6,19,3,88
"Havering","10:00:00","2019-10-10",48,0,0,6,0,54
"Islington","10:00:00","2019-10-10",304,17,0,114,0,435
"Kingston upon Thames","10:00:00","2019-10-10",168,0,0,31,2,201
"Newham","10:00:00","2019-10-10",72,2,0,14,1,89
"Richmond upon Thames","10:00:00","2019-10-10",203,2,16,41,10,272
"Tower Hamlets","10:00:00","2019-10-10",494,27,12,198,50,781
"Bromley","11:00:00","2019-10-10",162,1,0,29,2,194
"Croydon","11:00:00","2019-10-10",424,12,9,84,9,538
"Ealing","11:00:00","2019-10-10",28,0,0,6,0,34
"Enfield","11:00:00","2019-10-10",172,1,11,36,6,226
"Haringey","11:00:00","2019-10-10",67,4,6,25,2,104
"Havering","11:00:00","2019-10-10",34,0,0,4,0,38
"Islington","11:00:00","2019-10-10",277,20,1,109,4,411
"Kingston upon Thames","11:00:00","2019-10-10",156,0,0,37,0,193
"Newham","11:00:00","2019-10-10",79,4,0,11,1,95
"Richmond upon Thames","11:00:00","2019-10-10",213,4,13,43,7,280
"Tower Hamlets","11:00:00","2019-10-10",540,35,12,206,36,829
"Bromley","12:00:00","2019-10-10",150,2,0,27,0,179
"Croydon","12:00:00","2019-10-10",448,13,13,102,14,590
"Ealing","12:00:00","2019-10-10",21,2,0,8,0,31
"Enfield","12:00:00","2019-10-10",233,6,8,30,11,288
"Haringey","12:00:00","2019-10-10",64,1,5,11,0,81
"Havering","12:00:00","2019-10-10",46,0,0,7,1,54
"Islington","12:00:00","2019-10-10",243,10,0,99,2,354
"Kingston upon Thames","12:00:00","2019-10-10",188,2,0,27,0,217
"Newham","12:00:00","2019-10-10",95,1,0,9,0,105
"Richmond upon Thames","12:00:00","2019-10-10",164,6,12,35,6,223
"Tower Hamlets","12:00:00","2019-10-10",514,60,13,139,25,751
"Bromley","13:00:00","2019-10-10",117,2,0,28,0,147
"Croydon","13:00:00","2019-10-10",466,16,10,94,5,591
"Ealing","13:00:00","2019-10-10",33,5,0,7,0,45
"Enfield","13:00:00","2019-10-10",245,5,12,40,4,306
"Haringey","13:00:00","2019-10-10",95,2,5,18,2,122
"Havering","13:00:00","2019-10-10",39,1,0,5,1,46
"Islington","13:00:00","2019-10-10",315,18,0,103,0,436
